ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1003668,M,Y,Y,1,52100.0,Working,Higher education,Single / not married,Rented apartment,-12512,-7889,0,0,0,Medicine staff,2
1003669,M,N,Y,0,217900.0,Working,Secondary / secondary special,Married,House / apartment,-24466,-1450,1,1,0,Managers,2
1003670,M,N,Y,0,199700.0,Working,Secondary / secondary special,Widow,With parents,-20372,-8479,0,1,0,Accountants,1
1003671,M,N,Y,0,156800.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-10811,-8585,0,1,0,Sales staff,1
1003672,M,N,N,1,119300.0,Pensioner,Incomplete higher,Separated,House / apartment,-18481,365243,1,0,0,Drivers,2
1003673,F,Y,Y,1,307700.0,Commercial associate,Incomplete higher,Married,House / apartment,-22766,-7290,1,0,0,Sales staff,3
1003674,M,Y,N,1,63300.0,Commercial associate,Higher education,Single / not married,With parents,-17935,-5617,1,1,1,Accountants,2
1003675,F,Y,N,0,88700.0,State servant,Incomplete higher,Single / not married,Rented apartment,-21571,-374,1,1,0,Sales staff,1
1003676,M,N,N,2,158900.0,Working,Higher education,Separated,House / apartment,-18764,-705,1,1,0,Medicine staff,3
1003677,M,N,Y,0,181500.0,Working,Lower secondary,Married,House / apartment,-12546,-7719,0,1,0,Medicine staff,2
1003678,M,Y,Y,0,176300.0,Working,Secondary / secondary special,Married,House / apartment,-13620,-3492,0,0,0,High skill tech staff,2
1003679,F,N,N,2,236000.0,Working,Secondary / secondary special,Married,With parents,-16487,-6735,0,1,0,Other,4
1003680,M,Y,Y,0,210100.0,Working,Secondary / secondary special,Married,House / apartment,-24430,-4211,0,1,0,Core staff,2
1003681,F,N,N,1,223900.0,Working,Lower secondary,Married,House / apartment,-22958,-6219,0,1,0,High skill tech staff,3
1003682,M,Y,Y,2,92400.0,Working,Higher education,Married,House / apartment,-21087,-4373,0,0,0,Managers,4
1003683,F,Y,Y,1,189100.0,Working,Secondary / secondary special,Separated,House / apartment,-17270,-7602,0,0,1,Accountants,2
1003684,M,N,N,0,142800.0,State servant,Higher education,Married,With parents,-14172,-5262,1,1,0,Laborers,2
1003685,F,N,N,0,272100.0,Working,Incomplete higher,Married,House / apartment,-18213,-1469,0,0,1,Managers,2
1003686,F,N,N,0,191000.0,Working,Lower secondary,Civil marriage,House / apartment,-25468,-3072,0,0,0,Managers,2
1003687,F,Y,N,0,183800.0,Commercial associate,Higher education,Married,House / apartment,-13904,-8235,1,1,0,High skill tech staff,2
1003688,M,Y,Y,3,233700.0,Working,Higher education,Widow,House / apartment,-9122,-1351,0,0,0,High skill tech staff,4
1003689,M,Y,Y,1,215500.0,Working,Secondary / secondary special,Married,House / apartment,-14765,-7610,0,1,0,High skill tech staff,3
1003690,M,N,N,0,128200.0,Working,Higher education,Married,Municipal apartment,-7760,-4890,1,1,0,Managers,2
1003691,F,N,Y,3,210700.0,Commercial associate,Incomplete higher,Married,Co-op apartment,-23893,-5437,1,0,0,Drivers,5
1003692,F,N,N,1,106100.0,Pensioner,Higher education,Widow,House / apartment,-16382,365243,1,1,0,Medicine staff,2
1003693,F,Y,Y,0,343100.0,Commercial associate,Higher education,Separated,House / apartment,-22813,-40,0,0,1,Sales staff,1
1003694,M,N,Y,0,192800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24591,-4281,1,0,0,High skill tech staff,2
1003695,M,N,Y,0,225800.0,Working,Secondary / secondary special,Married,With parents,-16110,-4578,0,0,0,Laborers,2
1003696,M,N,Y,3,148900.0,Working,Secondary / secondary special,Widow,House / apartment,-9352,-1821,1,0,0,High skill tech staff,4
1003697,F,Y,N,0,178700.0,State servant,Higher education,Separated,House / apartment,-16866,-8960,0,0,0,Other,1
1003698,F,N,N,2,349500.0,Commercial associate,Higher education,Married,House / apartment,-14095,-4177,0,1,1,Medicine staff,4
1003699,F,N,Y,0,157300.0,Working,Lower secondary,Single / not married,Municipal apartment,-20647,-7878,1,0,0,Drivers,1
1003700,M,N,Y,2,249700.0,Commercial associate,Higher education,Widow,House / apartment,-7827,-5328,1,0,0,Accountants,3
1003701,F,N,Y,0,94100.0,Working,Secondary / secondary special,Married,With parents,-10965,-7820,0,0,0,Drivers,2
1003702,F,Y,Y,4,117100.0,State servant,Secondary / secondary special,Married,House / apartment,-13672,-6230,0,1,1,Sales staff,6
1003703,M,N,Y,2,106000.0,Pensioner,Incomplete higher,Separated,With parents,-20399,365243,0,1,0,Other,3
1003704,F,N,Y,0,113200.0,Working,Higher education,Married,House / apartment,-8767,-8184,1,0,0,Accountants,2
1003705,F,Y,Y,2,351000.0,Commercial associate,Higher education,Widow,House / apartment,-23520,-7155,1,1,0,Medicine staff,3
1003706,F,Y,Y,1,127200.0,Working,Higher education,Married,House / apartment,-17376,-8232,1,1,0,Accountants,3
1003707,F,Y,Y,2,229600.0,Working,Secondary / secondary special,Married,House / apartment,-11480,-1529,1,0,0,Accountants,4
1003708,M,N,Y,0,255700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8706,-4846,0,0,1,Medicine staff,2
1003709,M,Y,Y,0,242600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17749,-2896,0,0,1,Medicine staff,1
1003710,F,N,Y,2,273600.0,Working,Secondary / secondary special,Married,Co-op apartment,-11334,-2418,1,0,0,High skill tech staff,4
1003711,M,Y,Y,2,50100.0,Commercial associate,Higher education,Married,Rented apartment,-8446,-4943,0,1,0,Managers,4
1003712,F,N,N,0,223500.0,Commercial associate,Higher education,Married,House / apartment,-20760,-8477,0,0,0,Drivers,2
1003713,F,Y,Y,2,111900.0,Working,Academic degree,Single / not married,House / apartment,-8460,-3273,1,0,0,High skill tech staff,3
1003714,F,Y,N,0,56400.0,Working,Incomplete higher,Widow,House / apartment,-16699,-8748,0,1,0,Other,1
1003715,F,N,Y,2,139600.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-11912,-7819,0,1,0,Drivers,3
1003716,M,N,N,0,181100.0,Working,Higher education,Single / not married,Rented apartment,-12031,-7711,1,1,0,Other,1
1003717,M,Y,Y,0,89500.0,Pensioner,Higher education,Married,House / apartment,-25460,365243,1,0,0,Other,2
1003718,M,Y,N,0,236500.0,Working,Secondary / secondary special,Married,With parents,-19342,-7093,0,0,0,Medicine staff,2
1003719,M,Y,Y,0,166500.0,Working,Academic degree,Married,House / apartment,-22207,-3795,0,0,0,High skill tech staff,2
1003720,M,N,N,0,159500.0,Working,Higher education,Single / not married,House / apartment,-11091,-5952,0,0,0,Laborers,1
1003721,M,N,Y,0,213100.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-24941,-370,0,1,0,Drivers,2
1003722,F,N,Y,0,231700.0,Commercial associate,Academic degree,Single / not married,House / apartment,-14439,-7831,1,1,1,Sales staff,1
1003723,F,N,N,0,153600.0,Working,Higher education,Widow,House / apartment,-24545,-7040,1,0,0,Other,1
1003724,M,N,Y,1,126400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23116,-1040,0,0,0,Managers,3
1003725,M,Y,N,0,161500.0,Pensioner,Higher education,Married,House / apartment,-10041,365243,0,0,1,Accountants,2
1003726,F,N,Y,0,140700.0,Working,Higher education,Married,Rented apartment,-16139,-8513,0,1,1,High skill tech staff,2
1003727,M,N,Y,1,155800.0,Working,Higher education,Separated,House / apartment,-21690,-2909,0,1,0,High skill tech staff,2
1003728,M,Y,N,2,207100.0,Working,Secondary / secondary special,Widow,House / apartment,-19238,-584,0,1,0,Drivers,3
1003729,M,Y,Y,1,200100.0,Working,Higher education,Married,With parents,-15821,-2757,0,0,0,Laborers,3
1003730,F,Y,Y,0,123700.0,Working,Lower secondary,Single / not married,Co-op apartment,-14238,-8426,0,1,0,Sales staff,1
1003731,M,Y,N,2,227600.0,Working,Academic degree,Married,House / apartment,-25032,-8300,1,1,0,Drivers,4
1003732,F,N,N,4,213900.0,Working,Secondary / secondary special,Married,House / apartment,-8463,-557,1,1,0,Core staff,6
1003733,M,N,N,0,127500.0,Pensioner,Incomplete higher,Separated,House / apartment,-16785,365243,1,0,1,Core staff,1
1003734,F,N,Y,3,152800.0,Working,Secondary / secondary special,Separated,Rented apartment,-16655,-6646,1,1,0,Managers,4
1003735,M,N,Y,0,102900.0,Pensioner,Incomplete higher,Married,House / apartment,-9768,365243,0,0,0,Accountants,2
1003736,F,N,Y,0,223000.0,Commercial associate,Secondary / secondary special,Married,With parents,-19404,-3872,0,0,0,Laborers,2
1003737,F,N,Y,0,102400.0,Working,Lower secondary,Civil marriage,House / apartment,-19627,-6270,1,0,0,Other,2
1003738,F,Y,N,1,236700.0,Commercial associate,Higher education,Married,House / apartment,-12893,-1989,0,1,0,Laborers,3
1003739,F,Y,Y,0,236200.0,Working,Secondary / secondary special,Married,House / apartment,-14905,-7811,0,0,0,Medicine staff,2
1003740,F,N,Y,0,235200.0,Working,Secondary / secondary special,Married,House / apartment,-23262,-7713,1,0,0,High skill tech staff,2
1003741,F,Y,Y,0,138700.0,State servant,Secondary / secondary special,Married,House / apartment,-22767,-643,1,0,0,Laborers,2
1003742,F,Y,N,0,329400.0,Commercial associate,Higher education,Single / not married,House / apartment,-19028,-277,0,1,0,Accountants,1
1003743,F,N,N,0,200000.0,Pensioner,Incomplete higher,Married,With parents,-16289,365243,1,0,1,Core staff,2
1003744,M,N,N,1,106700.0,Pensioner,Higher education,Married,Rented apartment,-8614,365243,0,0,0,Laborers,3
1003745,M,Y,Y,0,223600.0,Working,Incomplete higher,Separated,House / apartment,-9122,-6802,0,1,0,Medicine staff,1
1003746,M,N,N,4,37400.0,Working,Higher education,Widow,With parents,-23394,-7643,0,0,0,Core staff,5
1003747,F,N,Y,0,100700.0,Working,Academic degree,Married,Rented apartment,-9671,-3696,0,1,0,Other,2
1003748,M,Y,Y,0,123800.0,Pensioner,Higher education,Married,House / apartment,-14354,365243,1,1,1,High skill tech staff,2
1003749,M,Y,Y,0,77700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17065,365243,1,0,0,Laborers,1
1003750,F,N,Y,0,411300.0,Commercial associate,Higher education,Married,House / apartment,-25087,-1245,0,0,1,Medicine staff,2
1003751,F,Y,Y,0,217700.0,Working,Secondary / secondary special,Married,House / apartment,-16683,-5160,1,0,0,Accountants,2
1003752,F,Y,N,1,240800.0,Working,Academic degree,Married,House / apartment,-16682,-1216,1,0,0,Laborers,3
1003753,M,N,Y,1,118800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-11227,365243,0,1,0,Medicine staff,2
1003754,F,N,Y,0,103800.0,State servant,Secondary / secondary special,Widow,House / apartment,-21460,-4542,1,1,0,Core staff,1
1003755,M,Y,N,0,147300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14836,-1045,0,1,0,Medicine staff,2
1003756,M,Y,N,0,196000.0,Working,Higher education,Single / not married,House / apartment,-9368,-5534,0,0,0,Other,1
1003757,M,Y,N,2,139800.0,Working,Secondary / secondary special,Single / not married,With parents,-22638,-62,0,0,0,Drivers,3
1003758,M,N,Y,2,222300.0,Working,Lower secondary,Married,House / apartment,-23702,-4202,0,0,1,Drivers,4
1003759,M,Y,Y,0,149900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20328,365243,1,0,0,Accountants,2
1003760,F,N,Y,0,180300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9397,-5598,0,0,0,Laborers,1
1003761,M,N,Y,3,86600.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-20216,-903,0,0,0,Drivers,4
1003762,F,Y,Y,0,288000.0,Working,Secondary / secondary special,Married,House / apartment,-8638,-2298,0,1,0,Laborers,2
1003763,F,N,Y,0,166600.0,Working,Secondary / secondary special,Married,House / apartment,-22368,-5322,0,0,0,Medicine staff,2
1003764,M,N,Y,0,350700.0,Working,Secondary / secondary special,Widow,House / apartment,-19165,-6259,0,0,0,Medicine staff,1
1003765,F,N,Y,1,147400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20475,365243,1,0,1,Laborers,3
1003766,M,Y,Y,3,222400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18410,-329,1,0,0,Core staff,5
1003767,F,N,Y,4,208200.0,Working,Secondary / secondary special,Married,Office apartment,-25248,-5957,0,0,1,Accountants,6
1003768,M,N,Y,2,52800.0,Working,Higher education,Married,House / apartment,-21675,-5791,0,0,0,Accountants,4
1003769,M,N,Y,0,244600.0,Working,Secondary / secondary special,Married,House / apartment,-18046,-8657,0,1,1,Other,2
1003770,M,Y,Y,0,341700.0,Working,Secondary / secondary special,Married,House / apartment,-16922,-7214,0,0,0,Sales staff,2
1003771,F,N,Y,0,64500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23835,-8220,0,1,0,Core staff,1
1003772,F,Y,Y,4,161900.0,Working,Higher education,Married,House / apartment,-16624,-2127,0,1,1,Medicine staff,6
1003773,M,Y,Y,1,173400.0,Working,Secondary / secondary special,Single / not married,With parents,-11953,-9101,0,0,0,Accountants,2
1003774,F,N,N,0,156800.0,Pensioner,Higher education,Married,House / apartment,-13958,365243,0,0,0,Sales staff,2
1003775,F,N,N,0,312700.0,Working,Academic degree,Married,House / apartment,-16807,-8098,1,0,0,Sales staff,2
1003776,F,N,Y,0,204100.0,Working,Secondary / secondary special,Separated,House / apartment,-13114,-6605,0,1,0,Accountants,1
1003777,F,N,N,4,314900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9400,-9002,1,0,0,Drivers,5
1003778,F,N,Y,0,127200.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-19703,365243,0,0,1,Other,1
1003779,F,Y,Y,0,277900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22624,-4052,1,1,0,Accountants,2
1003780,F,N,N,0,200700.0,Working,Secondary / secondary special,Married,With parents,-10924,-4948,1,0,0,Laborers,2
1003781,M,Y,Y,0,342500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19344,-4127,1,1,0,Laborers,2
1003782,M,Y,N,2,153400.0,Working,Lower secondary,Married,House / apartment,-12304,-9075,0,0,0,High skill tech staff,4
1003783,M,N,Y,4,154400.0,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-23016,365243,0,0,0,Drivers,6
1003784,F,N,Y,3,91100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17736,-9091,1,0,0,Drivers,4
1003785,F,N,Y,1,216100.0,Commercial associate,Higher education,Single / not married,House / apartment,-16035,-9078,0,0,1,Medicine staff,2
1003786,M,N,Y,1,186500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16260,-4037,1,0,0,Medicine staff,2
1003787,F,Y,Y,1,185500.0,Working,Secondary / secondary special,Married,House / apartment,-22529,-1668,1,1,0,Other,3
1003788,F,Y,Y,0,213400.0,Commercial associate,Higher education,Married,House / apartment,-18801,-5593,1,0,0,Managers,2
1003789,M,N,Y,1,167500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-9413,365243,1,1,0,Drivers,2
1003790,F,Y,N,0,124600.0,Working,Incomplete higher,Civil marriage,House / apartment,-24450,-4399,0,0,0,Accountants,2
1003791,M,Y,N,1,94600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25082,-8176,0,0,0,Sales staff,3
1003792,M,N,Y,0,84000.0,State servant,Higher education,Married,House / apartment,-8095,-5994,1,0,0,High skill tech staff,2
1003793,F,Y,Y,0,242600.0,Working,Higher education,Married,Municipal apartment,-24551,-8822,0,0,1,Sales staff,2
1003794,F,Y,N,2,118900.0,Working,Secondary / secondary special,Married,House / apartment,-18540,-1162,1,0,0,Managers,4
1003795,M,N,Y,2,273400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25277,-2839,1,1,1,Medicine staff,4
1003796,F,N,Y,0,107600.0,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-9284,365243,1,1,0,Managers,1
1003797,F,N,Y,0,154600.0,Pensioner,Incomplete higher,Married,Office apartment,-11206,365243,0,0,0,Managers,2
1003798,M,N,N,3,220600.0,Commercial associate,Higher education,Separated,House / apartment,-24571,-8796,0,0,0,Accountants,4
1003799,M,N,Y,1,236100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20790,365243,1,1,0,Sales staff,3
1003800,F,N,Y,0,399400.0,Commercial associate,Higher education,Married,With parents,-20619,-6906,0,1,1,Sales staff,2
1003801,M,N,Y,1,160100.0,Working,Higher education,Married,House / apartment,-9889,-3801,0,1,0,Laborers,3
1003802,F,Y,Y,0,101000.0,Pensioner,Academic degree,Separated,House / apartment,-18180,365243,1,0,0,Accountants,1
1003803,F,Y,Y,0,377300.0,Working,Secondary / secondary special,Married,House / apartment,-19274,-715,0,1,0,Managers,2
1003804,F,N,Y,2,112000.0,Working,Incomplete higher,Married,With parents,-17174,-5165,1,0,0,Accountants,4
1003805,M,N,Y,0,176500.0,Working,Secondary / secondary special,Separated,House / apartment,-8017,-2291,0,0,0,Core staff,1
1003806,F,N,Y,0,181400.0,Working,Incomplete higher,Married,Rented apartment,-14814,-713,0,1,0,Drivers,2
1003807,M,N,Y,0,179900.0,Working,Secondary / secondary special,Married,House / apartment,-19762,-4777,0,0,1,Accountants,2
1003808,M,N,N,0,70500.0,Working,Secondary / secondary special,Married,House / apartment,-20579,-5469,1,1,0,Other,2
1003809,M,N,N,0,211300.0,Working,Incomplete higher,Civil marriage,With parents,-16925,-7865,0,0,1,Managers,2
1003810,M,N,Y,0,118900.0,Working,Incomplete higher,Married,House / apartment,-15863,-2873,1,0,0,High skill tech staff,2
1003811,F,Y,Y,0,270500.0,Working,Secondary / secondary special,Married,House / apartment,-19466,-6788,0,0,0,Sales staff,2
1003812,F,N,Y,0,58800.0,Pensioner,Higher education,Married,Rented apartment,-7803,365243,0,0,0,Core staff,2
1003813,M,Y,Y,0,122500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8420,365243,0,0,0,Core staff,2
1003814,F,N,N,0,30000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20289,365243,0,0,0,Drivers,1
1003815,M,N,Y,1,44300.0,Working,Secondary / secondary special,Married,House / apartment,-20112,-4993,1,0,1,Sales staff,3
